Expenses,OB_HO,Last Folder_HO,Actual_HO,Variance OB_HO,Variance LF_HO,OB_Bawal,Last Folder_Bawal,Actual_Bawal,Variance OB_Bawal,Variance LF_Bawal,OB_Chennai,Last Folder_Chennai,Actual_Chennai,Variance OB_Chennai,Variance LF_Chennai,OB_Roorkee,Last Folder_Roorkee,Actual_Roorkee,Variance OB_Roorkee,Variance LF_Roorkee,OB_T16,Last Folder_T16,Actual_T16,Variance OB_T16,Variance LF_T16,OB_NPAU,Last Folder_NPAU,Actual_NPAU,Variance OB_NPAU,Variance LF_NPAU,OB_KAU,Last Folder_KAU,Actual_KAU,Variance OB_KAU,Variance LF_KAU,OB_BAU,Last Folder_BAU,Actual_BAU,Variance OB_BAU,Variance LF_BAU,OB_Gujarat,Last Folder_Gujarat,Actual_Gujarat,Variance OB_Gujarat,Variance LF_Gujarat,OB_Total,Last Folder_Total,Actual_Total,Variance OB_Total,Variance LF_Total,Month
HO Allocated Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr'18
Grand Total,14403386.368582278,14403386.368582278,12127148.69,2276237.678582279,2276237.678582279,73267526.39936316,73267526.39936316,73324163.8576,-56637.45823684335,-56637.45823684335,45032111.1388179,45032111.1388179,47238666.720000006,-2206555.5811821073,-2206555.5811821073,8462170.336566547,8462170.336566547,8602366.200000001,-140195.8634334542,-140195.8634334542,10324943.794660684,10324943.794660684,9679125.126666667,645818.6679940168,645818.6679940168,3042828.8845951194,3042828.8845951194,3340674.2199999997,-297845.33540488034,-297845.33540488034,2678033.113494793,2678033.113494793,2640533.8699999996,37499.24349479331,37499.24349479331,3251320.914161492,3251320.914161492,2700369.6799999997,550951.2341614924,550951.2341614924,502151.4830066184,502151.4830066184,381249.43,120902.0530066184,120902.0530066184,160964472.43324864,160964472.43324864,160034297.79426667,930174.6389819682,930174.6389819682,Apr'18
Salary,12668473.613509813,12668473.613509813,11807656.190000001,860817.423509812,860817.423509812,16334196.919724945,16334196.919724945,15886580.579999994,447616.3397249505,447616.3397249505,11454754.543779625,11454754.543779625,10288324.390000004,1166430.1537796203,1166430.1537796203,2625263.9014160493,2625263.9014160493,2354032.8363564103,271231.06505963905,271231.06505963905,3706460.633075183,3706460.633075183,3513366.0867953748,193094.54627980804,193094.54627980804,1177128.2136390656,1177128.2136390656,841784.3,335343.9136390656,335343.9136390656,705571.8287568999,705571.8287568999,571342.75,134229.07875689992,134229.07875689992,711970.0141614923,711970.0141614923,596135.0599999999,115834.95416149241,115834.95416149241,686581.25,686581.25,383215.4300000001,303365.8199999999,303365.8199999999,50070400.918063074,50070400.918063074,46242437.62315178,3827963.294911295,3827963.294911295,May'18
Wages,0.0,0.0,0.0,0.0,0.0,21803232.01820035,21803232.01820035,21809474.449999996,-6242.431799646467,-6242.431799646467,8962247.382088367,8962247.382088367,9894434.62,-932187.2379116323,-932187.2379116323,1171161.785825478,1171161.785825478,1129632.6139,41529.17192547792,41529.17192547792,793584.0661039064,793584.0661039064,821495.4899999998,-27911.423896093387,-27911.423896093387,34099.0,34099.0,21028.059999999998,13070.940000000002,13070.940000000002,0.0,0.0,0.0,0.0,0.0,278245.0,278245.0,270229.0,8016.0,8016.0,0.0,0.0,0.0,0.0,0.0,33042569.252218097,33042569.252218097,33946294.233899996,-903724.9816818982,-903724.9816818982,May'18
Tarinees,427539.89999999997,427539.89999999997,479485.56999999995,-51945.669999999984,-51945.669999999984,15796357.755800001,15796357.755800001,17950759.070000008,-2154401.3142000064,-2154401.3142000064,11156459.768449873,11156459.768449873,14679419.230000004,-3522959.4615501314,-3522959.4615501314,2286698.4439999997,2286698.4439999997,2992630.0,-705931.5560000003,-705931.5560000003,3955099.5388634815,3955099.5388634815,3276773.4700000007,678326.0688634808,678326.0688634808,1603518.105787436,1603518.105787436,2325747.09,-722228.9842125638,-722228.9842125638,1609720.7680712265,1609720.7680712265,1727524.0,-117803.23192877346,-117803.23192877346,1328651.0,1328651.0,1165377.44,163273.56000000006,163273.56000000006,0.0,0.0,0.0,0.0,0.0,38164045.28097201,38164045.28097201,44597715.870000005,-6433670.589027993,-6433670.589027993,May'18
Total,13096013.513509814,13096013.513509814,12287141.760000002,808871.753509812,808871.753509812,53933786.693725295,53933786.693725295,55646814.099999994,-1713027.4062747024,-1713027.4062747024,31573461.694317862,31573461.694317862,34862178.24000001,-3288716.5456821434,-3288716.5456821434,6083124.131241526,6083124.131241526,6476295.45025641,-393171.31901488337,-393171.31901488337,8455144.23804257,8455144.23804257,7611635.046795376,843509.1912471955,843509.1912471955,2814745.3194265016,2814745.3194265016,3188559.45,-373814.13057349826,-373814.13057349826,2315292.5968281263,2315292.5968281263,2298866.75,16425.846828126465,16425.846828126465,2318866.014161492,2318866.014161492,2031741.5,287124.51416149247,287124.51416149247,686581.25,686581.25,383215.4300000001,303365.8199999999,303365.8199999999,121277015.45125318,121277015.45125318,124786447.72705178,-3509432.2757985964,-3509432.2757985964,May'18
Pune Warehouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May'18
MSIL Sub Assembly-Gurgaon,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1344800.0,-99334.9974400003,-99334.9974400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1344800.0,-99334.9974400003,-99334.9974400003,May'18
"MSIL Sub Assembly, Manesar",0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1631582.0,-399649.4841600002,-399649.4841600002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1631582.0,-399649.4841600002,-399649.4841600002,May'18
Banglore Sub Assembly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May'18
KAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May'18
AFM Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1094.0,1094.0,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1094.0,1094.0,1094.0,May'18
Bilaspur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May'18
AFM Kolkata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,20000.0,20000.0,May'18
TOTAL Warehouses (D),0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,2976382.0,-498984.4816000005,-498984.4816000005,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,-1094.0,1094.0,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497397.5183999995,2497397.5183999995,2975288.0,-477890.4816000005,-477890.4816000005,May'18
Subcontractors,0.0,0.0,0.0,0.0,0.0,127043.36799999999,127043.36799999999,127043.368,0.0,0.0,1449500.0,1449500.0,1449500.0,0.0,0.0,527451.5833333334,527451.5833333334,567619.3799999999,-40167.796666666516,-40167.796666666516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72624.0,72624.0,0.0,72624.0,72624.0,0.0,0.0,0.0,0.0,0.0,2176618.9513333333,2176618.9513333333,2144162.7479999997,32456.2033333336,32456.2033333336,May'18
Assigned Personnels(Incl I.Tax Paid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May'18
Good Work Reward,0.0,0.0,0.0,0.0,0.0,90000.0,90000.0,701017.0,-611017.0,-611017.0,107800.0,107800.0,776029.0,-668229.0,-668229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197800.0,197800.0,1477046.0,-1279246.0,-1279246.0,May'18
Attendance Incentive,0.0,0.0,0.0,0.0,0.0,83520.0,83520.0,0.0,83520.0,83520.0,98486.234301,98486.234301,52700.0,45786.234301000004,45786.234301000004,19975.0,19975.0,22352.0,-2377.0,-2377.0,22500.0,22500.0,0.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224481.23430100002,224481.23430100002,75052.0,149429.23430100002,149429.23430100002,May'18
Night Attendance Incentive to Operators,0.0,0.0,0.0,0.0,0.0,120640.00000000001,120640.00000000001,132000.0,-11359.999999999985,-11359.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120640.00000000001,120640.00000000001,132000.0,-11359.999999999985,-11359.999999999985,May'18
Leave Encashment,0.0,0.0,0.0,0.0,0.0,749174.0070182276,749174.0070182276,749174.0,0.007018227595835924,0.007018227595835924,512920.4487179493,512920.4487179493,475376.43,37544.01871794928,37544.01871794928,27908.58974358974,27908.58974358974,27908.58974358974,0.0,0.0,22173.39487179487,22173.39487179487,-8640.21025641026,30813.60512820513,30813.60512820513,933.3333333333334,933.3333333333334,0.0,933.3333333333334,933.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11524.02,-11524.02,-11524.02,0.0,0.0,0.0,0.0,0.0,1313109.7736848947,1313109.7736848947,1255342.8294871794,57766.94419771526,57766.94419771526,May'18
Overtime,0.0,0.0,0.0,0.0,0.0,83333.33333333333,83333.33333333333,83333.34000000001,-0.006666666682576761,-0.006666666682576761,700000.0,700000.0,1238969.0,-538969.0,-538969.0,80059.23076923075,80059.23076923075,175963.0,-95903.76923076925,-95903.76923076925,79824.22153846154,79824.22153846154,227243.0,-147418.77846153846,-147418.77846153846,2153.846153846154,2153.846153846154,0.0,2153.846153846154,2153.846153846154,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,105315.0,-55315.0,-55315.0,0.0,0.0,0.0,0.0,0.0,995370.6317948718,995370.6317948718,1830823.34,-835452.7082051283,-835452.7082051283,May'18
Bonus & Ex-Gratia (workers),0.0,0.0,0.0,0.0,0.0,2513488.0,2513488.0,2345109.58,168378.41999999993,168378.41999999993,808333.3354483905,808333.3354483905,804695.0,3638.335448390455,3638.335448390455,85383.33333333333,85383.33333333333,85383.0,0.3333333333284827,0.3333333333284827,86666.66666666667,86666.66666666667,86666.0,0.6666666666715173,0.6666666666715173,0.0,0.0,3500.0,-3500.0,-3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3493871.3354483903,3493871.3354483903,3325353.58,168517.75544839026,168517.75544839026,May'18
Bonus & Ex-Gratia (Trainees),0.0,0.0,0.0,0.0,0.0,576143.013075,576143.013075,388515.08,187627.933075,187627.933075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576143.013075,576143.013075,388515.08,187627.933075,187627.933075,May'18
Production Incentive,0.0,0.0,0.0,0.0,0.0,5080800.0,5080800.0,4867117.0,213683.0,213683.0,985600.0933333334,985600.0933333334,1056496.0,-70895.90666666662,-70895.90666666662,0.0,0.0,0.0,0.0,0.0,96000.0,96000.0,73508.0,22492.0,22492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300.0,14300.0,14300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6176700.093333334,6176700.093333334,6011421.0,165279.09333333373,165279.09333333373,May'18
TOTAL SubContract( E),0.0,0.0,0.0,0.0,0.0,9424141.721426561,9424141.721426561,9393309.368,30832.353426560818,30832.353426560818,4662640.111800673,4662640.111800673,5853765.43,-1191125.3181993272,-1191125.3181993272,740777.7371794872,740777.7371794872,879225.9697435896,-138448.23256410245,-138448.23256410245,307164.2830769231,307164.2830769231,378776.7897435897,-71612.50666666665,-71612.50666666665,3087.1794871794873,3087.1794871794873,3500.0,-412.8205128205127,-412.8205128205127,0.0,0.0,0.0,0.0,0.0,136924.0,136924.0,131139.02000000002,5784.979999999996,5784.979999999996,0.0,0.0,0.0,0.0,0.0,15274735.032970823,15274735.032970823,16639716.57748718,-1364981.5445163555,-1364981.5445163555,May'18
Recruitment ,61386.0,61386.0,13200.0,48186.0,48186.0,5676.0,5676.0,5900.0,-224.0,-224.0,23144.0,23144.0,0.0,23144.0,23144.0,4230.6,4230.6,0.0,4230.6,4230.6,1177.0,1177.0,0.0,1177.0,1177.0,3630.0,3630.0,2100.0,1530.0,1530.0,10116.666666666666,10116.666666666666,0.0,10116.666666666666,10116.666666666666,330.0,330.0,0.0,330.0,330.0,163200.0,163200.0,0.0,163200.0,163200.0,272890.26666666666,272890.26666666666,21200.0,251690.26666666666,251690.26666666666,May'18
Training,111453.57142857142,111453.57142857142,0.0,111453.57142857142,111453.57142857142,203200.25,203200.25,210471.0,-7270.75,-7270.75,450000.0,450000.0,366981.0,83019.0,83019.0,102427.0,102427.0,32999.0,69428.0,69428.0,134016.9678147939,134016.9678147939,0.0,134016.9678147939,134016.9678147939,545326.8633540372,545326.8633540372,0.0,545326.8633540372,545326.8633540372,28146.428571428572,28146.428571428572,0.0,28146.428571428572,28146.428571428572,2000.0,2000.0,24000.0,-22000.0,-22000.0,83333.33333333333,83333.33333333333,0.0,83333.33333333333,83333.33333333333,1659904.4145021643,1659904.4145021643,634451.0,1025453.4145021643,1025453.4145021643,May'18
TOTAL Recruitment(F),172839.57142857142,172839.57142857142,13200.0,159639.57142857142,159639.57142857142,208876.25,208876.25,216371.0,-7494.75,-7494.75,473144.0,473144.0,366981.0,106163.0,106163.0,106657.6,106657.6,32999.0,73658.6,73658.6,135193.9678147939,135193.9678147939,0.0,135193.9678147939,135193.9678147939,548956.8633540372,548956.8633540372,2100.0,546856.8633540372,546856.8633540372,38263.09523809524,38263.09523809524,0.0,38263.09523809524,38263.09523809524,2330.0,2330.0,24000.0,-21670.0,-21670.0,246533.3333333333,246533.3333333333,0.0,246533.3333333333,246533.3333333333,1932794.681168831,1932794.681168831,655651.0,1277143.681168831,1277143.681168831,May'18
Canteen,135200.0,135200.0,154486.15000000002,-19286.150000000023,-19286.150000000023,2631804.52,2631804.52,2204921.779999998,426882.7400000021,426882.7400000021,3102012.729787854,3102012.729787854,3553020.6399999987,-451007.9102121447,-451007.9102121447,605804.4473122,605804.4473122,636706.0199999999,-30901.572687799926,-30901.572687799926,377749.6053333333,377749.6053333333,376611.45000000007,1138.1553333332413,1138.1553333332413,92851.62000000001,92851.62000000001,131207.63,-38356.009999999995,-38356.009999999995,218632.59999999998,218632.59999999998,156054.72,62577.879999999976,62577.879999999976,239868.0,239868.0,231621.57,8246.429999999993,8246.429999999993,22089.6,22089.6,0.0,22089.6,22089.6,7426013.122433387,7426013.122433387,7444629.959999996,-18616.837566609494,-18616.837566609494,May'18
Employee Claim / Refreshmnent,67532.91666666667,67532.91666666667,28963.999999999993,38568.91666666668,38568.91666666668,404010.0,404010.0,634569.64,-230559.64,-230559.64,30000.0,30000.0,53853.5,-23853.5,-23853.5,333.3333333333333,333.3333333333333,0.0,333.3333333333333,333.3333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,2575.0,2575.0,0.0,2575.0,2575.0,2000.0,2000.0,9317.0,-7317.0,-7317.0,0.0,0.0,0.0,0.0,0.0,508451.25,508451.25,726704.14,-218252.89,-218252.89,May'18
Suggestion Scheme,0.0,0.0,0.0,0.0,0.0,17700.0,17700.0,17700.0,0.0,0.0,61500.0,61500.0,0.0,61500.0,61500.0,0.0,0.0,0.0,0.0,0.0,3550.0,3550.0,0.0,3550.0,3550.0,1050.0,1050.0,0.0,1050.0,1050.0,5964.0,5964.0,0.0,5964.0,5964.0,7200.0,7200.0,0.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,96964.0,96964.0,17700.0,79264.0,79264.0,May'18
Family Visits,0.0,0.0,0.0,0.0,0.0,10500.0,10500.0,10500.0,0.0,0.0,45150.0,45150.0,0.0,45150.0,45150.0,0.0,0.0,0.0,0.0,0.0,4583.333333333333,4583.333333333333,0.0,4583.333333333333,4583.333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,67233.33333333334,67233.33333333334,10500.0,56733.33333333334,56733.33333333334,May'18
Employee Engagement Activities,16000.0,16000.0,0.0,16000.0,16000.0,31750.0,31750.0,31750.0,0.0,0.0,27000.0,27000.0,29649.0,-2649.0,-2649.0,91630.0,91630.0,0.0,91630.0,91630.0,16033.333333333332,16033.333333333332,1571.0,14462.333333333332,14462.333333333332,2000.0,2000.0,1587.0,413.0,413.0,8500.0,8500.0,970.0,7530.0,7530.0,5000.0,5000.0,6831.0,-1831.0,-1831.0,0.0,0.0,0.0,0.0,0.0,197913.33333333334,197913.33333333334,72358.0,125555.33333333334,125555.33333333334,May'18
Director's Party/ Others,0.0,0.0,0.0,0.0,0.0,11000.0,11000.0,0.0,11000.0,11000.0,25000.0,25000.0,7461.0,17539.0,17539.0,0.0,0.0,0.0,0.0,0.0,45375.0,45375.0,0.0,45375.0,45375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5485.0,-5485.0,-5485.0,0.0,0.0,0.0,0.0,0.0,81375.0,81375.0,12946.0,68429.0,68429.0,May'18
QC circle,0.0,0.0,0.0,0.0,0.0,1750.0,1750.0,35000.0,-33250.0,-33250.0,30000.0,30000.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,14368.75,14368.75,0.0,14368.75,14368.75,875.0,875.0,0.0,875.0,875.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51993.75,51993.75,35000.0,16993.75,16993.75,May'18
Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48124.599999999984,-48124.599999999984,-48124.599999999984,129340.8015817901,129340.8015817901,0.0,129340.8015817901,129340.8015817901,2083.3333333333335,2083.3333333333335,0.0,2083.3333333333335,2083.3333333333335,2750.0,2750.0,0.0,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134174.13491512343,134174.13491512343,48124.599999999984,86049.53491512345,86049.53491512345,May'18
Social Activities,0.0,0.0,0.0,0.0,0.0,53720.0,53720.0,37000.0,16720.0,16720.0,7000.0,7000.0,12000.0,-5000.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61720.0,61720.0,49000.0,12720.0,12720.0,May'18
Club,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,-55369.92000000001,115074.92000000001,115074.92000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,-55369.92000000001,115074.92000000001,115074.92000000001,May'18
Gifts,0.0,0.0,0.0,0.0,0.0,10001.0,10001.0,247278.32000000007,-237277.32000000007,-237277.32000000007,387907.70308333327,387907.70308333327,371458.0,16449.70308333327,16449.70308333327,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,5000.0,5000.0,5001.0,5001.0,0.0,5001.0,5001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407909.70308333327,407909.70308333327,618736.3200000001,-210826.6169166668,-210826.6169166668,May'18
Insurance,64978.5,64978.5,64978.0,0.5,0.5,978344.388888889,978344.388888889,967047.0,11297.388888888992,11297.388888888992,498435.18808333325,498435.18808333325,477073.0,21362.188083333254,21362.188083333254,143132.775,143132.775,117157.0,25975.774999999994,25975.774999999994,91198.93125000001,91198.93125000001,74670.0,16528.93125000001,16528.93125000001,6125.0,6125.0,6125.0,0.0,0.0,2651.25,2651.25,0.0,2651.25,2651.25,0.0,0.0,0.0,0.0,0.0,12063.191304347829,12063.191304347829,0.0,12063.191304347829,12063.191304347829,1796929.22452657,1796929.22452657,1707050.0,89879.22452656995,89879.22452656995,May'18
Vehicles For Staff at plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3468500.672269231,3468500.672269231,2242482.16,1226018.512269231,1226018.512269231,266430.15,266430.15,214361.26,52068.890000000014,52068.890000000014,355781.21,355781.21,351362.00000000006,4419.209999999963,4419.209999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4090712.032269231,4090712.032269231,2808205.42,1282506.6122692311,1282506.6122692311,May'18
Bus Hiring For Staff-Plant,0.0,0.0,0.0,0.0,0.0,2700466.3754999996,2700466.3754999996,2647159.92,53306.45549999969,53306.45549999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143325.0,143325.0,258299.8,-114974.79999999999,-114974.79999999999,181650.0,181650.0,176255.0,5395.0,5395.0,235377.90000000002,235377.90000000002,236070.0,-692.0999999999767,-692.0999999999767,0.0,0.0,0.0,0.0,0.0,3260819.2754999995,3260819.2754999995,3317784.7199999997,-56965.444500000216,-56965.444500000216,May'18
Safety Wear,1645.0,1645.0,0.0,1645.0,1645.0,0.0,0.0,149976.89000000004,-149976.89000000004,-149976.89000000004,58000.00000000001,58000.00000000001,950018.3400000001,-892018.3400000001,-892018.3400000001,5852.175,5852.175,7173.0899999999965,-1320.9149999999963,-1320.9149999999963,68432.75,68432.75,119050.0,-50617.25,-50617.25,0.0,0.0,14400.0,-14400.0,-14400.0,0.0,0.0,-0.3800000000046566,0.3800000000046566,0.3800000000046566,0.0,0.0,75600.0,-75600.0,-75600.0,0.0,0.0,0.0,0.0,0.0,133929.92500000002,133929.92500000002,1316217.9400000004,-1182288.0150000004,-1182288.0150000004,May'18
Medical Expenses,3273.9166666666665,3273.9166666666665,-1998.0,5271.916666666666,5271.916666666666,142398.3333333333,142398.3333333333,78591.0,63807.333333333314,63807.333333333314,85000.0,85000.0,44468.0,40532.0,40532.0,16600.0,16600.0,21607.0,-5007.0,-5007.0,27143.75,27143.75,25750.0,1393.75,1393.75,1575.0,1575.0,0.0,1575.0,1575.0,2000.0,2000.0,0.0,2000.0,2000.0,15000.0,15000.0,13590.0,1410.0,1410.0,845.7213560999751,845.7213560999751,0.0,845.7213560999751,845.7213560999751,293836.7213561,293836.7213561,182008.0,111828.7213561,111828.7213561,May'18
TOTAL Welfare(G),288630.3333333334,288630.3333333334,246430.15000000002,42200.18333333332,42200.18333333332,7053149.617722222,7053149.617722222,7054249.229999998,-1099.6122777760029,-1099.6122777760029,7954847.094805542,7954847.094805542,7741483.639999999,213363.45480554295,213363.45480554295,1131866.2139788668,1131866.2139788668,997004.3699999999,134861.84397886673,134861.84397886673,1011966.66325,1011966.66325,949014.4500000002,62952.21324999987,62952.21324999987,254802.62,254802.62,411619.43,-156816.81,-156816.81,429972.85,429972.85,333279.33999999997,96693.50999999998,96693.50999999998,509445.9,509445.9,578514.5700000001,-69068.66999999998,-69068.66999999998,34998.5126604478,34998.5126604478,0.0,34998.5126604478,34998.5126604478,18669679.80575041,18669679.80575041,18311595.179999996,358084.6257504144,358084.6257504144,May'18
